date,Generic_Drug,quantity_available,daily_dispenses,daily_cost_volume,daily_cdsco_alerts,in_shortage,Supplier,Lead_Time_Days,demand_lag_7d,demand_lag_30d,demand_rolling_avg_14d,alert_count_last_30d
2024-01-20,Metformin,202,25,1439.32,0,0,Lupin Pharma,14,26.97,27.1,26.82,0
2024-01-21,Metformin,182,28,1495.0,0,1,Lupin Pharma,5,27.86,31.55,26.09,0
2024-01-22,Metformin,162,26,1448.27,0,1,Lupin Pharma,10,30.76,25.82,29.68,0
2024-01-23,Metformin,143,27,1504.41,0,1,Lupin Pharma,7,26.21,30.51,27.26,0
2024-01-24,Metformin,123,33,1773.74,0,1,Lupin Pharma,5,29.86,30.55,29.64,0
2024-01-25,Metformin,104,26,1455.13,0,1,Lupin Pharma,14,30.78,24.94,28.79,0
2024-01-26,Metformin,84,34,1962.39,0,1,Lupin Pharma,10,30.52,31.19,29.82,0
2024-01-27,Metformin,64,22,1186.14,0,1,Lupin Pharma,10,27.54,26.81,28.42,0
2024-01-28,Metformin,45,24,1286.18,0,1,Lupin Pharma,10,28.3,28.59,26.7,0
2024-01-29,Metformin,300,26,1426.14,0,0,Lupin Pharma,10,26.66,29.64,28.3,0
2024-01-30,Metformin,280,30,1599.8,0,0,Lupin Pharma,5,27.93,24.92,26.93,0
2024-01-31,Metformin,260,28,1491.14,0,0,Lupin Pharma,5,27.98,26.2,29.05,0
2024-02-01,Metformin,241,26,1404.07,0,0,Lupin Pharma,10,26.18,27.76,26.17,0
2024-02-02,Metformin,221,25,1323.49,0,0,Lupin Pharma,5,26.3,23.99,29.62,0
2024-02-03,Metformin,202,32,1775.5,0,1,Lupin Pharma,5,29.74,27.41,29.12,0
2024-02-04,Metformin,182,25,1328.89,0,0,Lupin Pharma,14,26.58,26.37,28.25,0
2024-02-05,Metformin,162,24,1331.83,0,1,Lupin Pharma,5,25.66,24.54,26.53,0
2024-02-06,Metformin,143,30,1569.91,0,1,Lupin Pharma,10,25.28,29.25,28.76,0
2024-02-07,Metformin,123,33,1777.53,0,1,Lupin Pharma,10,26.06,31.24,27.81,0
2024-02-08,Metformin,104,28,1588.68,0,1,Lupin Pharma,5,29.23,26.21,29.7,0
2024-02-09,Metformin,84,28,1498.59,0,1,Lupin Pharma,5,25.21,31.39,25.87,0
2024-02-10,Metformin,64,34,1821.21,0,1,Lupin Pharma,14,28.07,29.52,29.93,0
2024-02-11,Metformin,45,28,1613.39,0,1,Lupin Pharma,10,27.36,26.94,29.73,0
2024-02-12,Metformin,300,24,1342.67,0,0,Lupin Pharma,10,28.74,29.9,27.4,0
2024-02-13,Metformin,280,27,1474.23,0,0,Lupin Pharma,14,28.76,27.15,25.79,0
2024-02-14,Metformin,260,30,1717.53,0,0,Lupin Pharma,5,27.01,30.23,26.4,0
2024-02-15,Metformin,241,25,1437.74,0,0,Lupin Pharma,10,29.61,31.39,26.96,0
2024-02-16,Metformin,221,25,1417.46,0,0,Lupin Pharma,10,30.39,31.12,29.28,0
2024-02-17,Metformin,202,24,1273.36,0,0,Lupin Pharma,10,29.98,26.56,26.0,0
2024-02-18,Metformin,182,28,1481.47,0,1,Lupin Pharma,10,26.19,23.84,27.76,0
2024-02-19,Metformin,162,35,1960.16,0,1,Lupin Pharma,10,29.75,31.74,27.16,0
2024-02-20,Metformin,143,25,1395.19,0,1,Lupin Pharma,10,26.15,24.25,28.97,0
2024-02-21,Metformin,123,28,1496.53,0,1,Lupin Pharma,10,26.14,30.83,28.22,0
2024-02-22,Metformin,104,32,1726.19,0,1,Lupin Pharma,14,29.84,30.77,28.94,0
2024-02-23,Metformin,84,21,1143.71,0,1,Lupin Pharma,14,29.1,26.85,29.7,0
2024-02-24,Metformin,64,27,1542.38,0,1,Lupin Pharma,7,27.16,31.04,26.8,0
2024-02-25,Metformin,45,24,1286.84,0,1,Lupin Pharma,5,25.94,32.01,28.37,0
2024-02-26,Metformin,300,27,1419.09,0,0,Lupin Pharma,7,27.13,28.17,27.73,0
2024-02-27,Metformin,280,28,1468.12,0,0,Lupin Pharma,5,25.97,32.06,26.88,0
2024-02-28,Metformin,260,31,1710.13,0,0,Lupin Pharma,5,29.6,25.44,29.43,0
2024-02-29,Metformin,241,27,1510.77,0,0,Lupin Pharma,14,26.64,30.12,28.06,0
2024-03-01,Metformin,221,25,1422.53,0,0,Lupin Pharma,14,27.13,24.26,26.68,0
2024-03-02,Metformin,202,31,1766.73,0,1,Lupin Pharma,10,30.32,30.89,29.09,0
2024-03-03,Metformin,182,30,1712.07,0,1,Lupin Pharma,10,27.61,24.8,28.06,0
2024-03-04,Metformin,162,31,1632.2,0,1,Lupin Pharma,5,29.22,24.73,25.92,0
2024-03-05,Metformin,143,27,1522.16,0,1,Lupin Pharma,5,27.39,30.54,27.29,0
2024-03-06,Metformin,123,26,1456.67,0,1,Lupin Pharma,5,30.02,31.07,25.8,0
2024-03-07,Metformin,104,26,1474.05,0,1,Lupin Pharma,10,29.43,25.89,28.17,0
2024-03-08,Metformin,84,28,1524.39,0,1,Lupin Pharma,5,29.16,26.7,25.79,0
2024-03-09,Metformin,64,23,1255.91,0,1,Lupin Pharma,14,27.54,26.97,29.68,0
2024-03-10,Metformin,45,28,1587.41,0,1,Lupin Pharma,7,25.8,31.81,26.03,0
2024-03-11,Metformin,300,31,1775.9,0,0,Lupin Pharma,10,25.89,24.39,29.83,0
2024-03-12,Metformin,280,29,1522.07,0,0,Lupin Pharma,7,25.64,31.83,26.87,0
2024-03-13,Metformin,260,27,1482.45,0,0,Lupin Pharma,14,29.51,31.65,29.83,0
2024-03-14,Metformin,241,24,1359.99,1,0,Lupin Pharma,5,26.79,26.23,27.45,4
2024-03-15,Metformin,221,26,1443.19,0,0,Lupin Pharma,7,26.94,28.03,29.33,0
2024-03-16,Metformin,202,33,1841.41,0,1,Lupin Pharma,5,27.45,30.46,26.75,0
2024-03-17,Metformin,182,26,1384.11,0,0,Lupin Pharma,5,29.15,28.03,29.47,0
2024-03-18,Metformin,162,27,1502.86,0,1,Lupin Pharma,5,27.12,29.07,26.62,0
2024-03-19,Metformin,143,33,1859.6,0,1,Lupin Pharma,10,29.73,24.38,27.26,0
2024-03-20,Metformin,123,19,1062.91,0,1,Lupin Pharma,7,26.03,28.81,29.41,0
2024-03-21,Metformin,104,26,1496.89,0,1,Lupin Pharma,10,28.8,28.85,28.88,0
2024-03-22,Metformin,84,22,1241.38,0,1,Lupin Pharma,14,27.83,30.53,26.57,0
2024-03-23,Metformin,64,19,1013.58,0,1,Lupin Pharma,14,29.06,26.46,26.01,0
2024-03-24,Metformin,45,29,1572.73,0,1,Lupin Pharma,5,25.65,25.04,27.09,0
2024-03-25,Metformin,300,29,1578.61,0,0,Lupin Pharma,14,26.92,31.58,26.48,0
2024-03-26,Metformin,280,26,1387.93,0,0,Lupin Pharma,5,27.69,26.17,26.12,0
2024-03-27,Metformin,260,26,1489.56,0,0,Lupin Pharma,5,30.19,24.77,25.78,0
2024-03-28,Metformin,241,26,1464.02,0,0,Lupin Pharma,10,25.51,26.44,28.0,0
2024-03-29,Metformin,221,30,1719.17,0,0,Lupin Pharma,7,26.67,29.04,29.48,0
2024-03-30,Metformin,202,25,1354.6,0,0,Lupin Pharma,5,26.88,27.42,27.16,0
2024-01-01,Glipizide,180,17,1844.43,0,0,Lupin Pharma,5,15.3,14.28,15.11,0
2024-01-02,Glipizide,169,14,1577.7,0,0,Lupin Pharma,5,14.71,15.78,14.88,0
2024-01-03,Glipizide,159,19,2085.88,0,0,Lupin Pharma,7,15.14,13.67,14.5,0
2024-01-04,Glipizide,148,13,1362.34,0,0,Lupin Pharma,10,16.4,15.97,16.1,0
2024-01-05,Glipizide,138,13,1496.08,0,0,Lupin Pharma,7,14.26,14.76,14.1,0
2024-01-06,Glipizide,127,16,1747.46,0,0,Lupin Pharma,7,16.43,13.84,15.39,0
2024-01-07,Glipizide,117,15,1708.9,0,0,Lupin Pharma,10,15.69,16.21,16.14,0
2024-01-08,Glipizide,106,13,1407.35,0,0,Lupin Pharma,7,14.99,13.55,14.06,0
2024-01-09,Glipizide,96,15,1632.45,0,1,Lupin Pharma,14,15.25,13.68,15.84,0
2024-01-10,Glipizide,85,17,1921.76,0,1,Lupin Pharma,10,14.32,16.47,15.58,0
2024-01-11,Glipizide,75,18,1919.9,0,1,Lupin Pharma,5,15.74,16.51,15.49,0
2024-01-12,Glipizide,64,16,1789.38,0,1,Lupin Pharma,7,14.3,15.88,14.26,0
2024-01-13,Glipizide,54,13,1401.8,0,1,Lupin Pharma,14,13.67,13.54,15.5,0
2024-01-14,Glipizide,43,15,1669.34,1,1,Lupin Pharma,5,13.87,13.3,15.53,6
2024-01-15,Glipizide,180,16,1781.71,0,0,Lupin Pharma,5,14.72,14.01,14.13,0
2024-01-16,Glipizide,169,13,1386.75,0,0,Lupin Pharma,14,15.82,14.48,15.02,0
2024-01-17,Glipizide,159,16,1696.08,0,0,Lupin Pharma,14,16.27,15.01,14.59,0
2024-01-18,Glipizide,148,16,1819.21,0,0,Lupin Pharma,7,14.51,16.89,13.83,0
2024-01-19,Glipizide,138,13,1404.92,0,0,Lupin Pharma,5,15.05,15.51,14.37,0
2024-01-20,Glipizide,127,15,1638.31,0,0,Lupin Pharma,5,14.87,16.56,14.07,0
2024-01-21,Glipizide,117,17,1788.08,0,1,Lupin Pharma,10,15.88,14.56,14.82,0
2024-01-22,Glipizide,106,15,1586.97,0,0,Lupin Pharma,14,16.33,13.88,14.04,0
2024-01-23,Glipizide,96,14,1551.95,0,1,Lupin Pharma,7,14.55,15.53,15.92,0
2024-01-24,Glipizide,85,14,1478.32,0,1,Lupin Pharma,10,16.11,15.29,15.04,0
2024-01-25,Glipizide,75,13,1448.7,0,1,Lupin Pharma,10,14.1,13.94,14.21,0
2024-01-26,Glipizide,64,16,1834.74,0,1,Lupin Pharma,14,14.02,15.21,14.2,0
2024-01-27,Glipizide,54,13,1480.34,0,1,Lupin Pharma,7,15.76,16.83,15.58,0
2024-01-28,Glipizide,43,12,1303.76,0,1,Lupin Pharma,7,13.53,14.52,15.84,0
2024-01-29,Glipizide,180,15,1693.95,0,0,Lupin Pharma,5,15.11,13.61,15.53,0
2024-01-30,Glipizide,169,13,1377.27,0,0,Lupin Pharma,7,14.93,15.76,14.77,0
2024-01-31,Glipizide,159,13,1466.67,0,0,Lupin Pharma,10,15.59,17.0,16.19,0
2024-02-01,Glipizide,148,13,1425.5,0,0,Lupin Pharma,10,16.04,13.68,16.09,0
2024-02-02,Glipizide,138,14,1550.07,0,0,Lupin Pharma,5,13.53,14.47,14.52,0
2024-02-03,Glipizide,127,17,1792.71,0,0,Lupin Pharma,7,15.4,15.55,14.09,0
2024-02-04,Glipizide,117,15,1627.46,0,0,Lupin Pharma,14,15.39,13.72,15.31,0
2024-02-05,Glipizide,106,15,1720.85,0,0,Lupin Pharma,5,14.21,14.15,14.76,0
2024-02-06,Glipizide,96,13,1499.06,0,0,Lupin Pharma,14,14.52,14.57,14.37,0
2024-02-07,Glipizide,85,13,1420.64,0,1,Lupin Pharma,7,15.72,15.19,15.37,0
2024-02-08,Glipizide,75,13,1445.47,0,1,Lupin Pharma,10,14.38,16.91,14.35,0
2024-02-09,Glipizide,64,17,1865.2,0,1,Lupin Pharma,7,13.85,17.04,15.88,0
2024-02-10,Glipizide,54,18,1964.03,0,1,Lupin Pharma,5,15.26,13.9,16.04,0
2024-02-11,Glipizide,43,16,1812.34,0,1,Lupin Pharma,10,16.44,14.64,15.0,0
2024-02-12,Glipizide,180,16,1812.41,0,0,Lupin Pharma,14,16.32,14.08,14.94,0
2024-02-13,Glipizide,169,17,1906.87,0,0,Lupin Pharma,5,16.49,14.67,14.07,0
2024-02-14,Glipizide,159,16,1707.9,0,0,Lupin Pharma,5,13.69,16.45,14.55,0
2024-02-15,Glipizide,148,14,1507.8,0,0,Lupin Pharma,5,15.45,15.52,14.22,0
2024-02-16,Glipizide,138,16,1755.01,0,0,Lupin Pharma,14,13.73,14.44,15.77,0
2024-02-17,Glipizide,127,13,1499.8,0,0,Lupin Pharma,5,13.66,14.78,14.41,0
2024-02-18,Glipizide,117,15,1614.0,0,0,Lupin Pharma,5,13.74,12.96,13.85,0
2024-02-19,Glipizide,106,14,1535.03,0,0,Lupin Pharma,7,14.87,14.06,15.15,0
2024-02-20,Glipizide,96,15,1638.92,0,1,Lupin Pharma,7,14.25,15.04,15.98,0
2024-02-21,Glipizide,85,15,1622.91,0,1,Lupin Pharma,10,13.67,16.94,13.92,0
2024-02-22,Glipizide,75,15,1614.12,0,1,Lupin Pharma,14,15.63,15.39,15.77,0
2024-02-23,Glipizide,64,13,1370.31,0,1,Lupin Pharma,10,14.57,13.04,13.98,0
2024-02-24,Glipizide,54,14,1611.85,0,1,Lupin Pharma,10,14.28,14.31,15.71,0
2024-02-25,Glipizide,43,14,1587.85,0,1,Lupin Pharma,10,15.21,15.5,16.06,0
2024-02-26,Glipizide,180,18,2026.17,1,0,Lupin Pharma,5,16.37,13.82,15.92,5
2024-02-27,Glipizide,169,14,1471.58,0,0,Lupin Pharma,7,14.99,15.46,14.35,0
2024-02-28,Glipizide,159,14,1476.95,0,0,Lupin Pharma,7,14.61,16.22,14.21,0
2024-02-29,Glipizide,148,13,1486.59,0,0,Lupin Pharma,5,15.85,14.93,15.71,0
2024-03-01,Glipizide,138,13,1459.39,0,0,Lupin Pharma,5,15.01,13.92,13.82,0
2024-03-02,Glipizide,127,16,1704.04,0,0,Lupin Pharma,14,16.4,15.32,15.87,0
2024-03-03,Glipizide,117,14,1532.32,0,0,Lupin Pharma,7,14.62,13.17,14.9,0
2024-03-04,Glipizide,106,15,1663.4,0,0,Lupin Pharma,14,16.4,17.06,14.39,0
2024-03-05,Glipizide,96,16,1728.85,0,1,Lupin Pharma,7,15.08,15.84,14.46,0
2024-03-06,Glipizide,85,15,1605.5,0,1,Lupin Pharma,10,14.66,14.34,14.56,0
2024-03-07,Glipizide,75,15,1568.62,0,1,Lupin Pharma,10,14.73,14.75,15.18,0
2024-03-08,Glipizide,64,15,1697.24,0,1,Lupin Pharma,5,15.65,15.48,14.01,0
2024-03-09,Glipizide,54,14,1614.92,0,1,Lupin Pharma,7,16.02,12.89,15.83,0
2024-03-10,Glipizide,43,14,1510.69,0,1,Lupin Pharma,7,16.36,13.08,14.28,0
2024-03-11,Glipizide,180,16,1694.11,0,0,Lupin Pharma,5,14.31,16.17,15.53,0
2024-03-12,Glipizide,169,18,1924.06,0,0,Lupin Pharma,14,16.1,16.67,14.8,0
2024-03-13,Glipizide,159,12,1320.78,0,0,Lupin Pharma,14,15.74,12.81,15.35,0
2024-03-14,Glipizide,148,13,1403.24,0,0,Lupin Pharma,5,16.48,16.25,14.34,0
2024-03-15,Glipizide,138,16,1725.52,0,0,Lupin Pharma,10,15.95,17.18,15.98,0
2024-03-16,Glipizide,127,16,1845.78,0,0,Lupin Pharma,5,15.21,15.14,14.9,0
2024-03-17,Glipizide,117,15,1612.82,0,0,Lupin Pharma,5,15.05,16.0,14.22,0
2024-03-18,Glipizide,106,17,1894.63,0,1,Lupin Pharma,14,13.58,14.77,14.51,0
2024-03-19,Glipizide,96,15,1620.76,0,1,Lupin Pharma,5,15.16,14.09,14.89,0
2024-03-20,Glipizide,85,12,1347.41,0,0,Lupin Pharma,7,14.41,16.8,15.31,0
2024-03-21,Glipizide,75,16,1773.61,0,1,Lupin Pharma,7,15.92,13.88,15.78,0
2024-03-22,Glipizide,64,15,1580.94,0,1,Lupin Pharma,10,14.39,13.94,14.84,0
2024-03-23,Glipizide,54,14,1479.06,0,1,Lupin Pharma,14,15.07,15.75,14.44,0
2024-03-24,Glipizide,43,15,1674.68,0,1,Lupin Pharma,5,15.73,15.64,14.56,0
2024-03-25,Glipizide,180,14,1522.3,0,0,Lupin Pharma,7,16.41,14.79,15.02,0
2024-03-26,Glipizide,169,13,1463.74,0,0,Lupin Pharma,5,14.01,14.72,14.91,0
2024-03-27,Glipizide,159,16,1819.2,1,0,Lupin Pharma,7,13.56,13.16,15.43,3
2024-03-28,Glipizide,148,16,1785.93,0,0,Lupin Pharma,10,14.27,16.21,15.6,0
2024-03-29,Glipizide,138,14,1590.26,0,0,Lupin Pharma,14,15.98,16.61,14.91,0
2024-03-30,Glipizide,127,14,1606.0,0,0,Lupin Pharma,14,14.69,16.94,14.61,0
2024-01-01,Sitagliptin,90,8,2774.27,0,0,MSD India,7,7.71,7.1,8.2,0
2024-01-02,Sitagliptin,84,8,2587.24,0,0,MSD India,10,8.63,7.88,7.95,0
2024-01-03,Sitagliptin,78,8,2720.28,1,0,MSD India,7,8.54,8.91,7.67,5
2024-01-04,Sitagliptin,73,8,2766.69,0,0,MSD India,14,8.66,8.77,8.33,0
2024-01-05,Sitagliptin,67,10,3444.84,1,1,MSD India,5,7.35,8.62,8.11,4
2024-01-06,Sitagliptin,62,8,2635.2,0,0,MSD India,7,8.72,7.75,7.52,0
2024-01-07,Sitagliptin,56,8,2806.9,0,0,MSD India,5,7.65,9.19,8.6,0
2024-01-08,Sitagliptin,50,7,2435.98,1,0,MSD India,14,8.34,8.45,8.5,2
2024-01-09,Sitagliptin,45,7,2291.91,1,1,MSD India,5,8.19,6.99,8.02,1
2024-01-10,Sitagliptin,39,7,2286.14,1,1,MSD India,5,7.72,8.66,7.45,2
2024-01-11,Sitagliptin,34,8,2661.83,1,1,MSD India,5,7.89,6.88,8.58,1
2024-01-12,Sitagliptin,28,8,2629.29,1,1,MSD India,10,7.55,8.29,7.42,5
2024-01-13,Sitagliptin,22,7,2441.64,1,1,MSD India,14,7.53,8.61,7.68,7
2024-01-14,Sitagliptin,17,7,2298.31,1,1,MSD India,10,8.53,7.98,8.53,5
2024-01-15,Sitagliptin,90,8,2663.49,0,0,MSD India,7,7.29,8.8,7.95,0
2024-01-16,Sitagliptin,84,7,2324.23,2,0,MSD India,5,8.72,7.29,8.15,8
2024-01-17,Sitagliptin,78,9,2965.21,1,0,MSD India,14,7.5,7.53,7.48,1
2024-01-18,Sitagliptin,73,8,2740.29,1,0,MSD India,10,8.47,7.14,7.53,3
2024-01-19,Sitagliptin,67,8,2732.24,0,0,MSD India,14,8.51,7.65,8.2,0
2024-01-20,Sitagliptin,62,8,2646.4,0,0,MSD India,14,8.21,7.44,7.41,0
2024-01-21,Sitagliptin,56,8,2622.24,0,0,MSD India,5,7.46,8.46,8.22,0
2024-01-22,Sitagliptin,50,5,1731.56,0,0,MSD India,7,7.59,8.72,7.5,0
2024-01-23,Sitagliptin,45,8,2705.95,0,1,MSD India,7,7.9,7.54,8.34,0
2024-01-24,Sitagliptin,39,8,2706.2,2,1,MSD India,5,8.6,8.57,7.68,8
2024-01-25,Sitagliptin,34,7,2261.88,0,1,MSD India,5,7.61,8.53,7.4,0
2024-01-26,Sitagliptin,28,8,2665.48,0,1,MSD India,5,8.52,7.36,8.19,0
2024-01-27,Sitagliptin,22,7,2271.99,1,1,MSD India,7,7.63,8.77,8.64,6
2024-01-28,Sitagliptin,17,8,2604.89,0,1,MSD India,5,8.74,9.0,8.0,0
2024-01-29,Sitagliptin,90,7,2435.78,1,0,MSD India,7,7.63,8.76,7.84,6
2024-01-30,Sitagliptin,84,7,2283.02,0,0,MSD India,10,8.21,7.8,7.57,0
2024-01-31,Sitagliptin,78,9,3147.67,0,0,MSD India,5,8.55,7.87,8.27,0
2024-02-01,Sitagliptin,73,8,2682.14,1,0,MSD India,7,7.31,7.67,8.04,5
2024-02-02,Sitagliptin,67,8,2817.63,0,0,MSD India,14,8.15,8.93,7.89,0
2024-02-03,Sitagliptin,62,7,2320.21,2,0,MSD India,7,7.43,7.02,7.38,12
2024-02-04,Sitagliptin,56,7,2343.17,0,0,MSD India,7,8.01,7.19,8.59,0
2024-02-05,Sitagliptin,50,6,2084.34,1,0,MSD India,10,8.42,7.15,7.37,2
2024-02-06,Sitagliptin,45,8,2638.3,1,1,MSD India,14,8.35,7.86,8.3,7
2024-02-07,Sitagliptin,39,5,1781.98,0,0,MSD India,14,7.54,7.37,8.16,0
2024-02-08,Sitagliptin,34,9,3133.11,0,1,MSD India,10,7.92,7.97,7.62,0
2024-02-09,Sitagliptin,28,9,3185.99,1,1,MSD India,5,7.97,7.97,8.08,1
2024-02-10,Sitagliptin,22,8,2606.22,0,1,MSD India,7,8.66,7.6,8.58,0
2024-02-11,Sitagliptin,17,9,3193.08,1,1,MSD India,10,7.41,7.7,7.49,5
2024-02-12,Sitagliptin,90,6,1999.69,0,0,MSD India,14,7.85,9.02,8.27,0
2024-02-13,Sitagliptin,84,7,2290.8,0,0,MSD India,7,8.78,8.4,7.73,0
2024-02-14,Sitagliptin,78,7,2333.93,2,0,MSD India,10,7.59,8.52,8.35,6
2024-02-15,Sitagliptin,73,9,2908.49,0,0,MSD India,14,7.33,7.59,7.68,0
2024-02-16,Sitagliptin,67,8,2801.75,1,0,MSD India,14,7.65,7.79,7.66,3
2024-02-17,Sitagliptin,62,8,2683.58,0,0,MSD India,14,7.75,7.61,7.37,0
2024-02-18,Sitagliptin,56,7,2494.3,1,0,MSD India,14,8.19,6.91,8.16,2
2024-02-19,Sitagliptin,50,9,3182.1,1,1,MSD India,5,8.5,7.76,8.57,6
2024-02-20,Sitagliptin,45,7,2280.2,1,1,MSD India,10,7.34,9.05,8.42,4
2024-02-21,Sitagliptin,39,8,2643.05,1,1,MSD India,10,8.56,7.49,8.58,3
2024-02-22,Sitagliptin,34,6,2134.85,0,1,MSD India,7,7.23,9.1,7.42,0
2024-02-23,Sitagliptin,28,9,2985.88,1,1,MSD India,10,8.69,8.4,8.41,5
2024-02-24,Sitagliptin,22,8,2765.51,0,1,MSD India,5,8.42,7.96,7.55,0
2024-02-25,Sitagliptin,17,8,2729.93,2,1,MSD India,10,8.18,7.18,8.59,8
2024-02-26,Sitagliptin,90,8,2656.41,0,0,MSD India,7,8.51,9.15,8.0,0
2024-02-27,Sitagliptin,84,9,3172.13,1,0,MSD India,14,8.07,7.01,7.9,5
2024-02-28,Sitagliptin,78,8,2605.51,0,0,MSD India,14,8.35,7.04,8.16,0
2024-02-29,Sitagliptin,73,8,2829.58,1,0,MSD India,5,8.22,7.37,8.27,2
2024-03-01,Sitagliptin,67,7,2362.75,0,0,MSD India,7,7.93,8.85,8.1,0
2024-03-02,Sitagliptin,62,8,2805.58,2,0,MSD India,5,7.78,7.66,8.04,12
2024-03-03,Sitagliptin,56,7,2373.31,0,0,MSD India,7,7.29,8.13,8.11,0
2024-03-04,Sitagliptin,50,9,3129.17,2,1,MSD India,7,8.47,7.97,7.79,8
2024-03-05,Sitagliptin,45,8,2630.39,0,1,MSD India,5,7.26,7.58,8.06,0
2024-03-06,Sitagliptin,39,7,2345.86,0,1,MSD India,7,7.73,7.47,7.6,0
2024-03-07,Sitagliptin,34,9,2970.03,1,1,MSD India,5,7.58,7.97,7.73,7
2024-03-08,Sitagliptin,28,7,2395.17,0,1,MSD India,7,8.13,7.91,8.41,0
2024-03-09,Sitagliptin,22,7,2433.0,0,1,MSD India,10,7.65,7.44,8.02,0
2024-03-10,Sitagliptin,17,8,2606.29,0,1,MSD India,5,8.13,8.56,7.77,0
2024-03-11,Sitagliptin,90,6,2081.29,1,0,MSD India,14,7.26,8.55,8.04,6
2024-03-12,Sitagliptin,84,8,2614.91,0,0,MSD India,10,8.54,8.88,8.13,0
2024-03-13,Sitagliptin,78,7,2328.75,0,0,MSD India,10,8.61,7.27,7.76,0
2024-03-14,Sitagliptin,73,7,2285.36,0,0,MSD India,7,7.38,8.84,8.04,0
2024-03-15,Sitagliptin,67,7,2469.47,1,0,MSD India,10,7.35,6.87,7.88,1
2024-03-16,Sitagliptin,62,7,2486.19,1,0,MSD India,14,7.48,8.54,8.01,3
2024-03-17,Sitagliptin,56,7,2459.99,0,0,MSD India,14,7.23,8.55,8.5,0
2024-03-18,Sitagliptin,50,8,2716.99,0,1,MSD India,10,8.11,8.36,7.75,0
2024-03-19,Sitagliptin,45,7,2298.97,2,1,MSD India,7,8.1,7.21,7.61,4
2024-03-20,Sitagliptin,39,6,2085.5,1,1,MSD India,14,7.39,9.13,7.39,1
2024-03-21,Sitagliptin,34,7,2283.02,0,1,MSD India,7,8.45,9.05,8.25,0
2024-03-22,Sitagliptin,28,7,2294.62,2,1,MSD India,14,7.53,6.97,8.26,14
2024-03-23,Sitagliptin,22,8,2655.45,1,1,MSD India,7,7.61,7.61,7.87,2
2024-03-24,Sitagliptin,17,8,2825.74,1,1,MSD India,14,7.76,8.65,8.39,6
2024-03-25,Sitagliptin,90,10,3235.21,1,0,MSD India,10,8.33,7.26,7.83,4
2024-03-26,Sitagliptin,84,8,2596.85,0,0,MSD India,7,8.78,8.67,7.86,0
2024-03-27,Sitagliptin,78,7,2380.28,0,0,MSD India,7,8.55,8.35,8.19,0
2024-03-28,Sitagliptin,73,7,2353.99,1,0,MSD India,10,7.35,8.11,8.31,3
2024-03-29,Sitagliptin,67,6,2100.67,1,0,MSD India,14,8.09,8.94,7.73,3
2024-03-30,Sitagliptin,62,8,2588.92,0,0,MSD India,10,7.26,9.0,8.22,0
2024-01-01,Insulin Glargine,40,4,3685.15,0,0,Novo Nordisk,5,4.96,5.6,4.64,0
2024-01-02,Insulin Glargine,36,4,3416.67,0,0,Novo Nordisk,5,5.44,5.26,5.13,0
2024-01-03,Insulin Glargine,33,6,5421.56,0,1,Novo Nordisk,14,5.11,5.52,5.03,0
2024-01-04,Insulin Glargine,29,5,4477.88,1,1,Novo Nordisk,10,4.88,4.92,4.71,1
2024-01-05,Insulin Glargine,26,5,4428.74,0,1,Novo Nordisk,10,5.46,5.33,5.39,0
