date,Generic_Drug,quantity_available,daily_dispenses,daily_cost_volume,daily_cdsco_alerts,in_shortage,Supplier,Lead_Time_Days,demand_lag_7d,demand_lag_30d,demand_rolling_avg_14d,alert_count_last_30d
2024-01-20,ORS Sachets,1,43,327.95,4,1,Govt Supply Chain,14,38.21,36.09,42.36,16
2024-01-21,ORS Sachets,1,40,306.94,3,1,Govt Supply Chain,10,39.79,41.34,39.13,15
2024-01-22,ORS Sachets,1,41,316.34,4,1,Govt Supply Chain,7,41.38,48.12,42.36,12
2024-01-23,ORS Sachets,1,45,343.97,3,1,Govt Supply Chain,5,45.64,42.53,42.18,12
2024-01-24,ORS Sachets,1,42,351.44,3,1,Govt Supply Chain,7,38.54,43.69,44.79,9
2024-01-25,ORS Sachets,1,44,340.12,4,1,Govt Supply Chain,14,43.98,39.5,41.75,4
2024-01-26,ORS Sachets,1,50,397.79,2,1,Govt Supply Chain,5,40.34,44.05,39.7,2
2024-01-27,ORS Sachets,1,55,447.47,5,1,Govt Supply Chain,7,45.29,38.18,42.77,25
2024-01-28,ORS Sachets,1,46,364.01,4,1,Govt Supply Chain,5,46.05,42.35,43.93,12
2024-01-29,ORS Sachets,40,43,344.13,4,1,Govt Supply Chain,5,40.31,47.34,40.18,8
2024-01-30,ORS Sachets,10,39,307.04,5,1,Govt Supply Chain,10,41.47,47.45,42.89,20
2024-01-31,ORS Sachets,1,41,322.82,5,1,Govt Supply Chain,5,43.5,40.64,40.41,5
2024-02-01,ORS Sachets,1,45,357.44,4,1,Govt Supply Chain,14,39.51,37.55,44.39,4
2024-02-02,ORS Sachets,1,38,289.95,2,1,Govt Supply Chain,5,43.43,39.71,41.2,14
2024-02-03,ORS Sachets,1,37,302.5,5,1,Govt Supply Chain,14,44.89,38.71,41.43,15
2024-02-04,ORS Sachets,1,41,319.14,4,1,Govt Supply Chain,14,43.04,43.93,39.11,28
2024-02-05,ORS Sachets,1,37,291.69,3,1,Govt Supply Chain,10,43.81,42.71,44.38,12
2024-02-06,ORS Sachets,1,41,329.99,2,1,Govt Supply Chain,14,38.85,45.95,38.88,10
2024-02-07,ORS Sachets,1,44,339.97,3,1,Govt Supply Chain,5,45.41,46.27,41.81,3
2024-02-08,ORS Sachets,1,33,252.58,3,1,Govt Supply Chain,10,44.88,38.58,44.46,6
2024-02-09,ORS Sachets,1,51,392.43,2,1,Govt Supply Chain,7,43.22,38.85,44.26,6
2024-02-10,ORS Sachets,1,28,222.0,3,1,Govt Supply Chain,5,45.21,40.86,40.59,6
2024-02-11,ORS Sachets,1,41,311.9,4,1,Govt Supply Chain,7,40.95,38.0,41.53,16
2024-02-12,ORS Sachets,40,53,430.52,3,1,Govt Supply Chain,14,41.06,40.94,43.66,6
2024-02-13,ORS Sachets,10,51,410.02,5,1,Govt Supply Chain,10,41.95,44.92,41.22,10
2024-02-14,ORS Sachets,1,37,285.65,4,1,Govt Supply Chain,10,38.43,44.62,41.89,28
2024-02-15,ORS Sachets,1,33,269.44,3,1,Govt Supply Chain,10,41.29,40.84,40.82,9
2024-02-16,ORS Sachets,1,46,351.22,5,1,Govt Supply Chain,14,40.26,45.92,39.23,15
2024-02-17,ORS Sachets,1,38,309.14,4,1,Govt Supply Chain,10,38.21,35.73,40.29,20
2024-02-18,ORS Sachets,1,35,284.02,2,1,Govt Supply Chain,10,43.78,37.95,39.17,6
2024-02-19,ORS Sachets,1,28,219.84,4,1,Govt Supply Chain,7,45.05,45.43,39.77,24
2024-02-20,ORS Sachets,1,37,310.13,2,1,Govt Supply Chain,5,38.82,42.12,42.57,12
2024-02-21,ORS Sachets,1,47,390.62,2,1,Govt Supply Chain,14,43.18,47.06,39.74,2
2024-02-22,ORS Sachets,1,35,270.8,2,1,Govt Supply Chain,10,38.28,46.96,42.2,4
2024-02-23,ORS Sachets,1,48,398.59,5,1,Govt Supply Chain,10,38.12,46.77,40.76,20
2024-02-24,ORS Sachets,1,46,384.04,3,1,Govt Supply Chain,7,43.15,37.74,44.73,9
2024-02-25,ORS Sachets,1,50,416.59,3,1,Govt Supply Chain,5,44.16,44.92,43.41,21
2024-02-26,ORS Sachets,40,49,389.93,3,1,Govt Supply Chain,14,44.37,45.58,41.69,18
2024-02-27,ORS Sachets,10,45,365.75,2,1,Govt Supply Chain,7,39.72,39.15,40.76,2
2024-02-28,ORS Sachets,1,42,327.92,3,1,Govt Supply Chain,7,38.68,44.78,43.26,15
2024-02-29,ORS Sachets,1,44,369.29,2,1,Govt Supply Chain,10,40.86,45.23,40.37,14
2024-03-01,ORS Sachets,1,52,404.4,4,1,Govt Supply Chain,10,40.32,45.82,40.47,16
2024-03-02,ORS Sachets,1,38,315.98,3,1,Govt Supply Chain,10,40.63,43.12,41.69,9
2024-03-03,ORS Sachets,1,48,373.54,4,1,Govt Supply Chain,7,38.3,43.4,41.18,4
2024-03-04,ORS Sachets,1,40,307.5,4,1,Govt Supply Chain,7,44.33,39.09,44.1,12
2024-03-05,ORS Sachets,1,39,299.54,4,1,Govt Supply Chain,10,41.76,44.66,41.59,12
2024-03-06,ORS Sachets,1,51,394.77,5,1,Govt Supply Chain,14,43.28,45.45,41.05,20
2024-03-07,ORS Sachets,1,35,290.08,2,1,Govt Supply Chain,14,45.77,37.84,45.13,2
2024-03-08,ORS Sachets,1,47,357.57,3,1,Govt Supply Chain,14,41.57,42.89,41.57,6
2024-03-09,ORS Sachets,1,40,314.6,3,1,Govt Supply Chain,7,42.92,43.07,41.12,15
2024-03-10,ORS Sachets,1,42,351.17,3,1,Govt Supply Chain,14,39.6,37.03,43.23,9
2024-03-11,ORS Sachets,40,41,330.82,5,1,Govt Supply Chain,10,40.49,47.21,41.39,20
2024-03-12,ORS Sachets,10,47,373.77,4,1,Govt Supply Chain,10,44.58,45.31,41.23,12
2024-03-13,ORS Sachets,1,44,341.39,3,1,Govt Supply Chain,7,43.06,44.33,39.48,18
2024-03-14,ORS Sachets,1,48,402.19,4,1,Govt Supply Chain,7,40.58,45.03,40.74,12
2024-03-15,ORS Sachets,1,42,328.94,4,1,Govt Supply Chain,10,46.07,36.06,40.91,24
2024-03-16,ORS Sachets,1,35,269.55,5,1,Govt Supply Chain,5,38.07,42.25,42.45,30
2024-03-17,ORS Sachets,1,41,333.95,2,1,Govt Supply Chain,14,42.97,44.41,41.36,4
2024-03-18,ORS Sachets,1,43,341.09,3,1,Govt Supply Chain,7,40.94,47.68,38.79,21
2024-03-19,ORS Sachets,1,47,370.96,3,1,Govt Supply Chain,7,44.72,37.0,44.98,9
2024-03-20,ORS Sachets,1,38,294.31,4,1,Govt Supply Chain,14,38.86,44.24,42.48,12
2024-03-21,ORS Sachets,1,40,319.39,3,1,Govt Supply Chain,10,37.96,45.85,39.37,15
2024-03-22,ORS Sachets,1,36,279.21,5,1,Govt Supply Chain,7,39.47,38.73,43.07,5
2024-03-23,ORS Sachets,1,37,302.82,2,1,Govt Supply Chain,5,45.09,39.41,38.65,10
2024-03-24,ORS Sachets,1,38,319.07,3,1,Govt Supply Chain,5,42.2,38.28,40.89,12
2024-03-25,ORS Sachets,40,46,364.14,3,1,Govt Supply Chain,7,39.74,40.12,43.73,15
2024-03-26,ORS Sachets,10,40,313.27,4,1,Govt Supply Chain,10,43.54,35.74,44.9,20
2024-03-27,ORS Sachets,1,49,382.4,2,1,Govt Supply Chain,10,41.73,46.72,44.09,14
2024-03-28,ORS Sachets,1,36,295.51,2,1,Govt Supply Chain,14,43.95,40.32,39.35,6
2024-03-29,ORS Sachets,1,36,294.72,5,1,Govt Supply Chain,7,39.17,38.84,40.94,10
2024-03-30,ORS Sachets,1,36,289.48,3,1,Govt Supply Chain,10,44.2,41.03,38.67,15
2024-01-01,Chloroquine,25,9,389.25,2,1,Govt Supply Chain,5,12.49,13.05,12.25,4
2024-01-02,Chloroquine,16,12,513.29,1,1,Govt Supply Chain,14,10.86,11.68,11.68,5
2024-01-03,Chloroquine,8,14,601.06,1,1,Govt Supply Chain,10,13.01,13.72,11.06,4
2024-01-04,Chloroquine,1,10,438.62,3,1,Govt Supply Chain,14,11.4,13.73,12.22,15
2024-01-05,Chloroquine,1,10,455.02,2,1,Govt Supply Chain,7,12.76,11.98,11.3,10
2024-01-06,Chloroquine,1,14,631.3,2,1,Govt Supply Chain,10,10.88,10.71,12.21,4
2024-01-07,Chloroquine,1,11,499.35,3,1,Govt Supply Chain,14,12.97,12.62,12.76,15
2024-01-08,Chloroquine,1,13,612.46,2,1,Govt Supply Chain,14,11.02,12.08,12.65,4
2024-01-09,Chloroquine,1,14,600.29,3,1,Govt Supply Chain,10,11.95,12.05,11.5,15
2024-01-10,Chloroquine,1,13,558.11,1,1,Govt Supply Chain,7,13.18,12.93,12.56,7
2024-01-11,Chloroquine,1,9,385.93,2,1,Govt Supply Chain,7,13.03,11.57,11.19,4
2024-01-12,Chloroquine,1,11,512.71,2,1,Govt Supply Chain,10,11.24,11.43,12.08,10
2024-01-13,Chloroquine,1,11,507.1,2,1,Govt Supply Chain,7,11.1,12.24,11.8,8
2024-01-14,Chloroquine,1,13,610.8,2,1,Govt Supply Chain,7,12.26,12.27,11.35,10
2024-01-15,Chloroquine,25,11,518.17,2,1,Govt Supply Chain,10,12.55,13.34,11.23,10
2024-01-16,Chloroquine,16,10,464.85,1,1,Govt Supply Chain,5,11.98,12.95,12.64,3
2024-01-17,Chloroquine,8,12,515.79,1,1,Govt Supply Chain,14,12.82,11.5,11.06,5
2024-01-18,Chloroquine,1,9,405.69,2,1,Govt Supply Chain,7,13.12,13.31,11.9,6
2024-01-19,Chloroquine,1,11,489.9,2,1,Govt Supply Chain,10,11.93,11.26,11.57,6
2024-01-20,Chloroquine,1,10,434.73,1,1,Govt Supply Chain,5,11.21,12.59,12.68,6
2024-01-21,Chloroquine,1,14,642.79,1,1,Govt Supply Chain,14,11.02,12.38,11.21,3
2024-01-22,Chloroquine,1,12,553.3,1,1,Govt Supply Chain,14,12.49,12.32,11.9,7
2024-01-23,Chloroquine,1,9,419.17,3,1,Govt Supply Chain,7,11.89,10.95,11.05,15
2024-01-24,Chloroquine,1,10,430.49,1,1,Govt Supply Chain,10,11.88,13.73,11.71,7
2024-01-25,Chloroquine,1,11,478.47,2,1,Govt Supply Chain,14,12.17,11.11,11.48,14
2024-01-26,Chloroquine,1,13,580.27,2,1,Govt Supply Chain,14,11.08,13.75,11.63,2
2024-01-27,Chloroquine,1,8,348.91,1,1,Govt Supply Chain,10,12.34,11.69,11.56,5
2024-01-28,Chloroquine,1,11,472.88,2,1,Govt Supply Chain,7,11.23,12.68,12.12,12
2024-01-29,Chloroquine,25,10,467.84,2,1,Govt Supply Chain,10,11.86,13.6,11.31,2
2024-01-30,Chloroquine,16,10,436.4,3,1,Govt Supply Chain,14,11.59,13.66,12.77,3
2024-01-31,Chloroquine,8,15,705.6,1,1,Govt Supply Chain,10,12.05,11.26,11.07,1
2024-02-01,Chloroquine,1,12,514.22,1,1,Govt Supply Chain,14,11.21,13.34,12.39,2
2024-02-02,Chloroquine,1,14,608.31,1,1,Govt Supply Chain,5,11.4,13.54,12.83,5
2024-02-03,Chloroquine,1,12,514.92,1,1,Govt Supply Chain,14,12.03,11.03,11.39,4
2024-02-04,Chloroquine,1,12,563.82,3,1,Govt Supply Chain,5,13.15,13.78,12.11,21
2024-02-05,Chloroquine,1,12,514.2,3,1,Govt Supply Chain,10,11.54,11.21,12.91,15
2024-02-06,Chloroquine,1,13,562.56,1,1,Govt Supply Chain,14,11.49,10.87,12.29,7
2024-02-07,Chloroquine,1,12,550.15,1,1,Govt Supply Chain,14,11.79,11.94,11.55,7
2024-02-08,Chloroquine,1,11,491.26,1,1,Govt Supply Chain,7,11.06,11.96,12.38,3
2024-02-09,Chloroquine,1,13,601.46,2,1,Govt Supply Chain,14,13.12,10.54,11.79,6
2024-02-10,Chloroquine,1,12,530.49,1,1,Govt Supply Chain,14,13.09,12.84,12.31,4
2024-02-11,Chloroquine,1,14,640.97,3,1,Govt Supply Chain,10,12.23,11.41,12.61,21
2024-02-12,Chloroquine,25,10,431.81,3,1,Govt Supply Chain,5,11.66,10.44,11.36,6
2024-02-13,Chloroquine,16,9,412.27,1,1,Govt Supply Chain,10,11.49,11.13,12.32,4
2024-02-14,Chloroquine,8,12,560.62,2,1,Govt Supply Chain,10,10.99,11.96,11.64,14
2024-02-15,Chloroquine,1,13,571.8,1,1,Govt Supply Chain,7,11.22,10.92,11.58,2
2024-02-16,Chloroquine,1,12,522.33,1,1,Govt Supply Chain,14,11.32,10.77,11.64,4
2024-02-17,Chloroquine,1,11,481.22,2,1,Govt Supply Chain,10,11.13,12.99,12.57,14
2024-02-18,Chloroquine,1,13,556.31,2,1,Govt Supply Chain,10,12.37,10.23,12.82,2
2024-02-19,Chloroquine,1,12,531.78,2,1,Govt Supply Chain,10,10.8,11.99,12.49,12
2024-02-20,Chloroquine,1,11,490.45,2,1,Govt Supply Chain,5,11.97,10.76,11.75,14
2024-02-21,Chloroquine,1,10,468.5,3,1,Govt Supply Chain,7,12.97,11.62,12.92,6
2024-02-22,Chloroquine,1,12,558.81,1,1,Govt Supply Chain,7,12.72,11.44,11.54,3
2024-02-23,Chloroquine,1,10,448.53,1,1,Govt Supply Chain,5,10.88,11.67,11.6,3
2024-02-24,Chloroquine,1,12,540.26,3,1,Govt Supply Chain,7,12.79,11.73,11.57,15
2024-02-25,Chloroquine,1,12,542.89,2,1,Govt Supply Chain,14,11.86,10.53,12.42,8
2024-02-26,Chloroquine,25,13,611.95,2,1,Govt Supply Chain,7,11.69,11.82,12.07,14
2024-02-27,Chloroquine,16,12,534.32,3,1,Govt Supply Chain,7,11.84,11.68,11.11,12
2024-02-28,Chloroquine,8,11,473.4,1,1,Govt Supply Chain,10,11.99,10.97,11.16,7
2024-02-29,Chloroquine,1,12,520.76,2,1,Govt Supply Chain,14,11.76,13.46,12.96,6
2024-03-01,Chloroquine,1,12,531.19,2,1,Govt Supply Chain,14,12.36,11.31,12.2,2
2024-03-02,Chloroquine,1,10,446.76,2,1,Govt Supply Chain,14,10.83,11.26,11.05,4
2024-03-03,Chloroquine,1,12,538.44,2,1,Govt Supply Chain,14,11.64,12.46,12.55,2
2024-03-04,Chloroquine,1,12,527.18,2,1,Govt Supply Chain,10,12.87,12.63,11.45,10
2024-03-05,Chloroquine,1,11,503.12,2,1,Govt Supply Chain,7,12.83,10.43,11.1,8
2024-03-06,Chloroquine,1,13,607.43,2,1,Govt Supply Chain,5,12.44,12.72,12.44,12
2024-03-07,Chloroquine,1,12,534.81,1,1,Govt Supply Chain,14,12.38,11.73,11.33,2
2024-03-08,Chloroquine,1,12,526.61,2,1,Govt Supply Chain,14,11.48,11.93,11.9,6
2024-03-09,Chloroquine,1,12,545.37,2,1,Govt Supply Chain,7,11.36,12.84,11.1,2
2024-03-10,Chloroquine,1,10,434.23,1,1,Govt Supply Chain,10,13.04,12.75,12.48,6
2024-03-11,Chloroquine,25,12,532.51,1,1,Govt Supply Chain,7,11.59,10.96,11.98,7
2024-03-12,Chloroquine,16,12,519.13,3,1,Govt Supply Chain,10,12.96,10.79,12.58,3
2024-03-13,Chloroquine,8,13,605.27,2,1,Govt Supply Chain,7,11.79,13.61,11.28,4
2024-03-14,Chloroquine,1,12,519.0,1,1,Govt Supply Chain,7,11.61,10.72,12.69,2
2024-03-15,Chloroquine,1,11,492.64,1,1,Govt Supply Chain,7,12.56,10.52,12.32,5
2024-03-16,Chloroquine,1,10,470.91,2,1,Govt Supply Chain,7,12.52,11.77,11.81,4
2024-03-17,Chloroquine,1,6,260.76,2,1,Govt Supply Chain,14,11.42,11.93,12.94,12
2024-03-18,Chloroquine,1,12,553.65,1,1,Govt Supply Chain,7,12.64,10.35,11.28,5
2024-03-19,Chloroquine,1,10,429.14,2,1,Govt Supply Chain,5,12.5,12.31,11.73,6
2024-03-20,Chloroquine,1,12,525.79,2,1,Govt Supply Chain,7,11.11,10.46,12.73,4
2024-03-21,Chloroquine,1,9,406.39,3,1,Govt Supply Chain,5,11.62,11.68,12.42,18
2024-03-22,Chloroquine,1,10,462.6,2,1,Govt Supply Chain,14,12.01,12.3,12.81,2
2024-03-23,Chloroquine,1,10,452.69,1,1,Govt Supply Chain,7,10.85,12.84,12.83,2
